elem,name,state,sids,sids_code,sids_type,lat,lon,sdate,edate
maxt,MIDWAY SAND ISLAND,INTL,914490,2,coop,28.21667,-177.35,1953-01-01,1991-09-30
maxt,MIDWAY ISLAND HENDERSON FIELD AIRPORT,INTL,22701,1,wban,28.2,-177.38333,1949-01-01,2023-10-07
maxt,MIDWAY ISLAND,INTL,22703,1,wban,28.21667,-177.38333,1950-06-05,1950-09-26
maxt,MIDWAY ISLAND,INTL,516271,2,coop,28.2,-177.35,1938-05-01,1941-01-31
maxt,ASI TANAGA ISLAND NS,AK,25709,1,wban,51.76111,-177.94444,1948-09-04,1949-03-16
maxt,TANAGA ISLAND,AK,508995,2,coop,51.77861,-177.97166,1947-05-01,1949-02-28
maxt,ADAK DAVIS AFB,AK,25701,1,wban,51.88333,-176.65,1949-01-01,1950-06-30
maxt,ADAK AP,AK,25704,1,wban,51.88333,-176.65,1942-10-01,2023-10-07
maxt,ATKA AP,AK,25715,1,wban,52.22028,-174.20612,1916-10-01,2023-10-07
maxt,ATKA ISLAND,AK,25708,1,wban,52.21667,-174.2,1949-01-01,1949-11-18
maxt,GAMBELL AP,AK,26703,1,wban,63.76667,-171.73277,1936-04-01,1988-11-14
maxt,SAINT LAWRENCE ISLAND,AK,508104,2,coop,63.6667,-171.75,1893-03-01,1898-12-31
maxt,JOHNSTON ISLAND,INTL,21603,1,wban,16.73333,-169.53333,1953-01-01,2003-12-31
maxt,JOHNSTON ISLAND,INTL,21601,1,wban,16.73333,-169.53333,1949-01-01,1958-10-31
maxt,JOHNSTON ISLAND NAS,INTL,21602,1,wban,16.73333,-169.53333,1945-04-01,1948-06-20
maxt,JOHNSTON ISLAND AF FLT C,INTL,21604,1,wban,16.73333,-169.53333,1962-03-11,1962-11-06
maxt,ST GEORGE ISLAND,AK,508100,2,coop,56.6,-169.53333,1954-12-13,1960-03-10
maxt,SAINT PAUL ISLAND AIRPORT,AK,25713,1,wban,57.15505,-170.22272,1892-09-01,2023-10-08
maxt,ST GEORGE ISLAND AIRPORT,AK,25628,1,wban,56.57484,-169.66264,1996-10-05,2023-08-04
maxt,ST. PAUL 4 NE,AK,25711,1,wban,57.1575,-170.2119,2005-10-28,2023-10-09
maxt,NORTHEAST CAPE,AK,26632,1,wban,63.31667,-168.96667,1954-02-14,1969-07-31
maxt,SAVOONGA,AK,508239,2,coop,63.69361,-170.48083,1929-09-01,1989-09-30
maxt,LITTLE DIOMEDE,AK,505517,2,coop,65.75,-168.93333,1938-01-01,1988-09-30
maxt,FRENCH FRIGATE SHOALS AF,HI,22604,1,wban,23.86667,-166.28333,1962-09-18,1962-10-29
maxt,FRENCH FRIGATE SHOALS,HI,914401,2,coop,23.86903,-166.28625,1953-01-01,1978-12-31
maxt,FRENCH FRIGAT SHS NAS,HI,22603,1,wban,23.86903,-166.28625,1945-04-01,1948-04-30
maxt,CHERNOFSKI HARBOR,AK,501601,2,coop,53.435,-167.33167,1925-01-01,1942-07-28
maxt,UMNAK AP,AK,25621,1,wban,53.38334,-167.9,1944-07-01,1969-11-30
maxt,DUTCH HARBOR,AK,25616,1,wban,53.895,-166.5433,1915-05-01,2023-10-08
maxt,DUTCH HARBOR,AK,502586,2,coop,53.91666,-166.50359,1905-06-01,1920-09-30
maxt,UNALASKA,AK,25614,1,wban,53.88333,-166.53333,1948-10-08,1950-12-31
maxt,HOOPER BAY,AK,503705,2,coop,61.53333,-166.08333,1926-09-01,1939-02-28
maxt,CAPE ROMANZOF AFS,AK,26633,1,wban,61.78333,-166.03333,1954-01-01,1970-12-16
maxt,CAPE ROMANZOF,AK,501318,2,coop,61.76667,-166.05,1953-05-01,1985-02-24
maxt,MEKORYUK,AK,26622,1,wban,60.38333,-166.2,1923-09-06,1987-08-28
maxt,TELLER,AK,26626,1,wban,65.26083,-166.35944,1925-08-01,1963-03-31
maxt,PORT CLARENCE,AK,26639,1,wban,65.25,-166.86667,1895-07-21,1995-08-31
maxt,TIN CITY,AK,26634,1,wban,65.56306,-167.92139,1954-01-01,1984-11-24
maxt,WALES,AK,26618,1,wban,65.62389,-168.09917,1925-10-10,1995-08-31
maxt,SHISHMAREF AIRPORT,AK,26625,1,wban,66.24958,-166.08936,1919-10-01,1973-11-30
maxt,KING ISLAND,AK,504762,2,coop,64.97038,-168.05319,1936-11-01,1941-08-18
maxt,WALES AIRPORT,AK,00103,1,wban,65.617,-168.1,2017-08-14,2023-10-07
maxt,TELLER AIRPORT,AK,00393,1,wban,65.233,-166.35,2017-05-21,2023-10-07
maxt,BREVIG MISSION AIRPORT,AK,PFKT,5,icao,65.33334,-166.46666,2018-02-04,2023-10-07
maxt,POINT HOPE AIRPORT,AK,26623,1,wban,68.35,-166.8,1924-02-01,1982-02-26
maxt,CAPE LISBURNE AFS,AK,26631,1,wban,68.86667,-166.13333,1954-01-03,1970-11-30
maxt,CAPE LISBURNE,AK,501312,2,coop,68.86667,-166.11667,1954-01-03,1984-11-30
maxt,SCOTCH CAP LIGHT STATION,AK,25618,1,wban,54.41667,-164.75,1936-08-01,1942-02-20
maxt,CAPE SARICHEF LIGHT STN,AK,25622,1,wban,54.9824,-164.9276,1952-03-24,1980-12-10
maxt,AKUTAN,AK,500144,2,coop,54.13333,-165.76666,1986-01-01,1990-02-22
maxt,FALSE PASS,AK,PAKF,5,icao,54.85,-163.41666,2021-01-28,2023-10-07
maxt,TOKSOOK BAY AP,AK,26653,1,wban,60.54139,-165.08722,2019-12-17,2023-10-07
maxt,QUIGILLINGOK,AK,507850,2,coop,60.6333,-163.5333,1930-10-19,1934-05-31
maxt,BETHEL 87 WNW,AK,26656,1,wban,61.3465,-164.0769,2018-08-18,2023-10-09
maxt,CHEVAK AIRPORT,AK,PAVA,5,icao,61.53333,-165.58333,2018-02-04,2023-03-24
maxt,ST MARYS,AK,508105,2,coop,62.05278,-163.17111,1967-07-01,1983-10-31
maxt,MOUNTAIN VILLAGE,AK,26621,1,wban,62.11667,-163.71667,1946-01-01,1963-10-31
maxt,MOUNTAIN VILLAGE AP,AK,26635,1,wban,62.09528,-163.68195,2017-11-29,2023-10-07
maxt,AKULURAK,AK,26610,1,wban,62.5,-164.41667,1916-08-09,1944-08-28
maxt,EMMONAK,AK,26650,1,wban,62.78528,-164.4911,1977-09-01,1994-01-21
maxt,NOME AIRPORT,AK,26617,1,wban,64.51112,-165.44002,1900-08-13,2023-10-08
maxt,WHITE MOUNTAIN,AK,26630,1,wban,64.68333,-163.4,1922-01-05,2023-10-07
maxt,ST MARYS AIRPORT,AK,508107,2,coop,62.06667,-163.3,1980-09-16,1991-06-30
maxt,SAINT JOSEPHS MISSION,AK,508102,2,coop,62.25,-163.75,1893-10-10,1894-05-31
maxt,SOLOMON,AK,508618,2,coop,64.5833,-164.4,1944-10-22,1945-11-30
maxt,ROCKY POINT,AK,USS0063P01S,6,ghcn,64.53,-163.42,1999-09-30,2023-10-04
maxt,JOHNSON'S CAMP,AK,USS0064P01S,6,ghcn,64.56,-164.29,2002-08-14,2023-10-04
maxt,COUNCIL,AK,502217,2,coop,64.88333,-163.68333,1937-08-01,1942-07-31
maxt,IGLOO,AK,503868,2,coop,65.15,-165.06667,1919-11-01,1928-12-31
maxt,AMERICAN RIVER,AK,500258,2,coop,65.5,-165.75,1944-06-01,1945-08-24
maxt,PILGRIM SPRING,AK,507281,2,coop,65.0833,-164.9667,1937-10-01,1941-07-26
maxt,HOODOO HILL ALASKA,AK,USR0000AHOO,6,ghcn,65.5858,-163.4081,1992-06-16,2018-11-15
maxt,QUARTZ CREEK ALASKA,AK,USR0000AQTZ,6,ghcn,65.4,-164.65,1988-05-18,2023-10-04
maxt,DEVIL MOUNTAIN ALASKA,AK,USR0000ADEV,6,ghcn,66.2758,-164.5308,2005-12-31,2020-11-18
maxt,KIVALINA,AK,504830,2,coop,67.73333,-164.53333,1973-11-01,1975-11-30
maxt,CAPE THOMPSON,AK,26636,1,wban,68.1,-165.76666,1960-01-01,1963-04-30
maxt,KIVALINA AIRPORT,AK,26642,1,wban,67.7306,-164.54788,1998-07-06,2023-10-08
maxt,TAHINICHOK ALASKA,AK,USR0000ATAH,6,ghcn,67.5503,-163.5672,2011-09-30,2023-10-04
maxt,PALMYRA,INTL,914701,2,coop,5.88333,-162.08333,1955-01-01,1957-04-30
maxt,PALMYRA ISLAND LINE ISLANDS,INTL,20601,1,wban,5.88333,-162.08333,1949-10-01,1949-10-31
maxt,PALMYRA ISLAND LINE ISLANDS,INTL,20604,1,wban,5.88333,-162.08333,1962-03-15,1962-10-29
maxt,COLD BAY THORNBROUGH AFB,AK,25603,1,wban,55.2,-162.71667,1942-04-01,1954-05-06
maxt,COLD BAY AIRPORT,AK,25624,1,wban,55.22068,-162.7323,1950-03-02,2023-10-08
maxt,SAND POINT AP,AK,25617,1,wban,55.31944,-160.52083,1941-09-26,2023-10-07
maxt,COAL HARBOR,AK,502041,2,coop,55.3866,-160.7775,1893-01-01,1911-07-31
maxt,MINE HARBOR,AK,505885,2,coop,55.75,-160.6667,1902-08-01,1904-08-31
maxt,PORT MOLLER,AK,507716,2,coop,55.9333,-160.5,1923-10-22,1925-03-31
maxt,WOSNESSENSKI,AK,509915,2,coop,55.2167,-161.35,1940-03-01,1941-09-09
maxt,SAND POINT 1 ENE,AK,25630,1,wban,55.3473,-160.466,2009-08-21,2023-10-09
maxt,CAPE NEWENHAM AFS,AK,25623,1,wban,58.65,-162.06667,1953-09-01,1970-12-31
maxt,PLATINUM,AK,25613,1,wban,59.01667,-161.78333,1939-10-08,1964-06-30
maxt,CAPE NEWENHAM,AK,501314,2,coop,58.63333,-162.06667,1953-09-01,1984-11-28
maxt,TOGIAK,AK,509300,2,coop,59.05,-160.38333,1980-12-05,1981-05-25
maxt,BETHEL AIRPORT,AK,26615,1,wban,60.78497,-161.82932,1923-08-01,2023-10-08
maxt,AKIAK,AK,500100,2,coop,60.91667,-161.21667,1917-10-02,1933-01-31
maxt,RUSSIAN MISSION,AK,508054,2,coop,61.78333,-161.31667,1928-07-01,1987-10-29
maxt,KALSKAG,AK,504163,2,coop,61.45,-160.8167,1932-12-13,1934-06-30
maxt,OHAGAMUTE,AK,506762,2,coop,61.6333,-161.9,1936-03-23,1938-06-16
maxt,REINDEER RIVER ALASKA,AK,USR0000AREI,6,ghcn,61.7161,-162.665,1993-08-10,2020-07-03
maxt,NAPAKIAK,AK,PANA,5,icao,60.68333,-161.98334,2018-02-04,2023-10-07
maxt,QUINHAGAK AIRPORT,AK,PAQH,5,icao,59.75,-161.83333,2017-12-23,2022-12-01
maxt,KWETHLUK,AK,PFKW,5,icao,60.78333,-161.45,2018-02-04,2023-10-07
maxt,NUNAPITCHUK,AK,PPIT,5,icao,60.9,-162.43333,2018-02-04,2022-09-13
maxt,PILOT STN,AK,507314,2,coop,61.96667,-163.0,1919-08-16,1933-06-30
maxt,ST MICHAEL,AK,508114,2,coop,63.48333,-162.01666,1899-10-01,1933-08-31
maxt,UNALAKLEET FIELD,AK,26627,1,wban,63.88333,-160.8,1941-09-01,1998-10-30
maxt,SHAKTOOLIK,AK,508389,2,coop,64.33222,-161.15111,1920-12-08,1934-04-30
maxt,GOLOVIN AIRPORT,AK,26628,1,wban,64.55044,-163.00716,2019-12-11,2023-05-10
maxt,GOLOVIN,AK,503378,2,coop,64.55,-163.0167,1941-07-01,1945-10-31
maxt,STUYAHOK,AK,508785,2,coop,62.1667,-161.8333,1938-07-01,1940-05-25
maxt,SHAKTOOLIK AIRPORT,AK,00111,1,wban,64.37,-161.224,2017-05-19,2023-10-07
maxt,ELIM AIRPORT,AK,PFEL,5,icao,64.61667,-162.26666,2018-02-04,2023-10-07
maxt,MOSES POINT,AK,26620,1,wban,64.7,-162.05,1943-03-01,1967-07-21
maxt,CANDLE,AK,26619,1,wban,65.93333,-161.91667,1903-10-13,1950-10-26
maxt,KOTZEBUE AIRPORT,AK,26616,1,wban,66.88569,-162.6068,1897-09-12,2023-10-08
maxt,KOTZEBUE 25 N,AK,505051,2,coop,67.25,-162.8,1982-11-01,1995-05-31
maxt,KOYUK,AK,505091,2,coop,64.93333,-161.15,1988-11-01,2017-12-20
maxt,BUCKLAND,AK,501157,2,coop,65.97778,-161.11221,2006-05-28,2006-09-09
maxt,DEERING,AK,502327,2,coop,66.06917,-162.76666,1917-07-01,1949-12-08
maxt,DEERING AIRPORT,AK,26643,1,wban,66.06957,-162.76141,1998-07-23,2023-10-08
maxt,NOORVIK,AK,506503,2,coop,66.8333,-161.0,1917-09-01,1927-06-30
maxt,HAYCOCK ALASKA,AK,USR0000AHAY,6,ghcn,65.2017,-161.155,1988-05-22,2023-10-04
maxt,KIANA ALASKA,AK,USR0000AKIA,6,ghcn,66.9767,-160.4375,1988-04-19,2023-10-04
maxt,PARGON CREEK,AK,USS0063P02S,6,ghcn,64.99,-163.1,2000-09-30,2023-10-04
maxt,BOB BARKER MEMORIAL AIRPORT,AK,00102,1,wban,66.983,-160.433,2017-07-07,2023-10-07
maxt,ROBERT (BOB) CURTIS MEMORIAL AIRPORT,AK,00113,1,wban,66.818,-161.022,2017-06-26,2023-07-13
maxt,MT. NOAK ALASKA,AK,USR0000AMTN,6,ghcn,67.1414,-162.9944,2011-09-30,2023-10-04
maxt,ASIK ALASKA,AK,USR0000AASI,6,ghcn,67.475,-162.2664,2012-09-04,2023-10-04
maxt,BUCKLAND UPLANDS ALASKA,AK,USR0000ABUU,6,ghcn,65.9081,-160.8742,2012-07-18,2023-10-04
maxt,POINT LAY LIZ 2,AK,26638,1,wban,69.73333,-163.01666,2020-06-09,2023-10-07
maxt,POINT LAY,AK,26624,1,wban,69.73288,-163.00533,1941-09-01,2023-10-03
maxt,NOATAK,AK,506463,2,coop,67.57556,-162.96973,1917-10-03,1924-12-29
maxt,RED DOG MINE 3 SSW,AK,26655,1,wban,68.0277,-162.9212,2010-08-26,2023-10-09
maxt,KELLY ALASKA,AK,USR0000AKEL,6,ghcn,67.9333,-162.3,1990-04-23,2023-10-04
maxt,KELLY STATION,AK,USS0062S01S,6,ghcn,67.93,-162.28,2011-07-22,2023-10-04
maxt,SISIAK ALASKA,AK,USR0000ASIS,6,ghcn,67.995,-160.3956,2012-08-03,2023-10-04
maxt,PORT ALLEN AP 926.10,HI,518108,2,coop,21.89611,-159.60278,2012-08-16,2023-10-09
maxt,LUNALILO HOME,HI,515675,2,coop,21.28333,-157.7,1957-10-01,1963-04-30
maxt,WAIKIKI 717.2,HI,519397,2,coop,21.2716,-157.8168,1965-01-01,2023-07-30
maxt,FORT DE RUSSY,HI,22543,1,wban,21.28333,-157.83333,1958-01-20,1958-02-28
maxt,HAWAII 724.11,HI,511298,2,coop,21.3,-157.71667,1930-11-01,1935-06-27
maxt,MATSONIA DRIVE 720,HI,516169,2,coop,21.3,-157.78333,1942-01-04,1961-11-23
maxt,PUNCHBOWL CRATER 709,HI,518316,2,coop,21.3103,-157.8458,1951-01-02,1955-04-08
maxt,H S P A EXP STN 707,HI,512146,2,coop,21.3,-157.83333,1899-01-01,1972-01-31
maxt,MANOA LYON ARBO 785.2,HI,516128,2,coop,21.3331,-157.8025,1975-03-01,2023-10-06
maxt,TANTALUS 714,HI,518734,2,coop,21.33333,-157.81667,1936-01-01,1955-11-30
maxt,MANOA H S P A 785,HI,516126,2,coop,21.33333,-157.8,1954-02-01,1954-02-28
maxt,UNIV OF HAWAII 713,HI,518815,2,coop,21.298,-157.8165,1958-10-01,1963-04-30
maxt,TANTALUS MAUKA,HI,518736,2,coop,21.33333,-157.83333,1957-08-23,1962-08-30
maxt,HONOLULU SUBSTATION 407,HI,22522,1,wban,21.31667,-157.86667,1890-01-01,1976-11-30
maxt,HONOLULU INTL AP,HI,22521,1,wban,21.32402,-157.93945,1940-05-14,2023-10-08
maxt,INSANE ASYLUM,HI,512225,2,coop,21.33333,-157.86667,1905-01-01,1929-12-31
maxt,EWA MCAS,HI,22515,1,wban,21.33333,-158.05,1945-04-01,1949-02-24
maxt,EWA BEACH USGS 702.2,HI,511918,2,coop,21.315,-157.9992,1960-07-02,2015-10-30
maxt,EWA KALAELOA AP,HI,22551,1,wban,21.30555,-158.06583,1949-01-01,2023-10-08
maxt,CAMPBELL IND. PARK 702.5,HI,510248,2,coop,21.3131,-158.1141,1971-09-05,1971-09-30
maxt,U S MAGNETIC OBSERVATORY,HI,518805,2,coop,21.3,-158.1,1905-01-01,1960-06-18
maxt,MANOA WAENA,HI,516137,2,coop,21.31667,-157.98334,1928-09-01,1928-09-30
maxt,HICKAM AFB,HI,22504,1,wban,21.33333,-157.95,1949-01-01,1949-07-31
maxt,MAUNAWILI RANCH,HI,516228,2,coop,21.36667,-157.76666,1905-02-01,1944-04-30
maxt,MAUNAWILI 787.1,HI,516222,2,coop,21.35083,-157.76666,2006-01-01,2009-03-31
maxt,PALI GOLF COURSE 788.1,HI,517656,2,coop,21.3733,-157.7853,1944-08-01,1970-03-03
maxt,KALIHI RES SITE 777,HI,512960,2,coop,21.3753,-157.8222,1937-04-21,1941-08-31
maxt,NUUANU RES 5 775,HI,516933,2,coop,21.3387,-157.8367,1905-01-16,1905-02-25
maxt,AIEA FIELD 764A,HI,510115,2,coop,21.38333,-157.93333,1905-03-01,1942-04-30
maxt,PEARL HARBOR NAS,HI,22517,1,wban,21.35,-157.95,1941-09-01,1949-04-22
maxt,ALOHA STADIUM HALAWA,HI,510172,2,coop,21.38333,-157.93333,1975-10-01,1981-05-29
maxt,WAIPAHU 750,HI,519738,2,coop,21.386,-158.007,1906-08-01,1977-01-31
maxt,EWA PLANTATION 741,HI,510507,2,coop,21.37472,-157.99167,1905-01-03,2006-07-10
maxt,PUU MANAWAHUA 725.6,HI,518500,2,coop,21.38139,-158.11972,1979-10-01,2005-06-01
maxt,COCONUT ISLAND 840.1,HI,510350,2,coop,21.4336,-157.7868,1957-06-01,1977-02-28
maxt,AHUIMANU LOOP 839.12,HI,510055,2,coop,21.43194,-157.83722,1905-01-01,1914-10-30
maxt,KANEOHE MAUKA 781,HI,513113,2,coop,21.41667,-157.81667,1928-08-01,1998-04-09
maxt,HEEIA,HI,511370,2,coop,21.43333,-157.81667,1912-03-01,1927-12-31
maxt,HAIKU PLANTATION 838.2,HI,510836,2,coop,21.43333,-157.81667,1916-01-01,1919-12-31
maxt,LUALUALEI 804,HI,515647,2,coop,21.4212,-158.1351,1950-05-01,1976-08-31
maxt,KANEOHE BAY MCAS,HI,22519,1,wban,21.45045,-157.76794,1942-01-01,2023-10-03
maxt,PRI WAHIAWA 820.2,HI,518172,2,coop,21.46667,-158.01666,1966-06-13,1976-05-28
maxt,WAIANAE 798,HI,519231,2,coop,21.433,-158.1827,1905-02-01,1947-12-31
maxt,MAKAHA KAI 796.1,HI,515766,2,coop,21.46667,-158.21667,1969-12-01,1969-12-31
maxt,MAKAHA VALLEY 800.1,HI,515781,2,coop,21.48333,-158.2,1958-01-20,1963-04-29
maxt,KAHANA 883,HI,512462,2,coop,21.51111,-157.8989,1916-08-29,1923-02-17
maxt,UPPER WAHIAWA 874.3,HI,518838,2,coop,21.4992,-158.0111,1972-11-27,2015-11-20
maxt,WAHIAWA 872,HI,518905,2,coop,21.5,-158.03333,1910-08-01,1919-12-31
maxt,WAHIAWA DAM 863,HI,518945,2,coop,21.4967,-158.0497,1949-01-01,1949-09-30
maxt,PUNALUU PUMP 905.2,HI,518314,2,coop,21.58444,-157.89139,1957-04-01,1957-04-30
maxt,OPAEULA 870,HI,517150,2,coop,21.5738,-158.0379,1949-10-01,2015-08-28
maxt,WAIALUA 847,HI,519195,2,coop,21.5747,-158.1204,1908-01-01,2000-09-29
maxt,POAMOHO EXP FRM 855.2,HI,518055,2,coop,21.5383,-158.0893,2005-11-01,2020-08-29
maxt,KAWAIHAPAI 841,HI,513734,2,coop,21.58028,-158.19028,2000-05-01,2001-11-30
maxt,KAENA POINT 841.3,HI,512410,2,coop,21.561,-158.2382,1972-08-01,1976-04-30
maxt,WAIMEA 892,HI,519593,2,coop,21.6262,-158.0675,1915-01-01,1934-12-31
maxt,B Y U LAIE 903.1,HI,510242,2,coop,21.64306,-157.93167,1949-05-01,1999-01-31
maxt,WAIALEE 896.3,HI,519190,2,coop,21.6825,-158.03223,1971-12-01,1979-10-31
maxt,PUPUKEA,HI,518340,2,coop,21.65,-158.05,1916-05-01,1924-07-31
maxt,KAHUKU 912,HI,512570,2,coop,21.695,-157.9811,1905-01-01,2023-10-09
maxt,MAKAHUENA POINT 940.1,HI,515785,2,coop,21.87,-159.44388,1958-01-01,1979-05-31
maxt,MAHAULEPU 941.1,HI,515710,2,coop,21.8999,-159.4211,1980-04-01,2023-10-05
maxt,WEST LAWAI 931,HI,519955,2,coop,21.894,-159.5127,1967-03-01,2023-09-29
maxt,KUKUIULA 935,HI,514950,2,coop,21.89111,-159.495,1934-11-01,1977-03-31
maxt,EAST LAWAI 934,HI,510456,2,coop,21.9011,-159.4969,1910-08-01,1918-12-30
maxt,KOLOA 936,HI,514742,2,coop,21.9086,-159.4614,1905-01-01,1954-12-31
maxt,ELEELE 927,HI,510470,2,coop,21.9059,-159.5789,1949-10-01,2023-09-29
maxt,WAHIAWA 930,HI,518941,2,coop,21.8967,-159.5569,1971-12-01,2023-09-29
maxt,BRYDESWOOD STA 985,HI,510240,2,coop,21.9221,-159.5375,1966-10-03,2023-09-29
maxt,PORT ALLEN,HI,22526,1,wban,21.9,-159.6,1949-10-01,1950-11-30
maxt,MAKAWELI 965,HI,515864,2,coop,21.9189,-159.6278,1905-01-01,2023-10-06
maxt,LIHUE WSO AP 1020.1,HI,22536,1,wban,21.98048,-159.33862,1950-02-01,2023-10-08
maxt,PUHI 1013,HI,518217,2,coop,21.9656,-159.3964,1935-05-01,1977-03-31
maxt,WAIAWA 943,HI,519253,2,coop,21.99444,-159.73138,1905-01-01,1952-03-23
maxt,WAIMEA 947,HI,519629,2,coop,21.9591,-159.6759,1969-10-01,2017-08-21
maxt,KEKAHA 944,HI,514272,2,coop,22.0025,-159.75471,1911-02-01,2000-10-31
maxt,LIHUE 1020,HI,22532,1,wban,21.97417,-159.36833,1905-01-01,1963-04-30
maxt,LIHUE VRTY STA 1062.1,HI,515560,2,coop,22.0242,-159.3866,1965-05-03,1979-06-01
maxt,WAIAHI LOWER 1054,HI,518958,2,coop,22.01667,-159.45,1954-12-29,1986-12-30
maxt,NIU RIDGE 1035,HI,516850,2,coop,22.03306,-159.74055,1942-01-01,1980-07-16
maxt,MANA 1026,HI,516082,2,coop,22.03,-159.76279,1905-01-01,1978-04-30
maxt,KOLO 1033,HI,514735,2,coop,22.07583,-159.7589,1941-04-01,1964-02-29
maxt,KEALIA 1112,HI,513982,2,coop,22.1,-159.31667,1949-10-01,1964-01-31
maxt,MOHIHI UPR CRSG 1083,HI,516433,2,coop,22.1142,-159.6017,1976-08-04,1976-08-27
maxt,KANALOHULUHULU 1075,HI,513099,2,coop,22.1297,-159.6586,1931-01-01,2014-10-18
maxt,MOLOAA 1145,HI,516529,2,coop,22.1797,-159.3319,1942-02-01,1972-10-10
maxt,KILAUEA POINT 1133,HI,22535,1,wban,22.23333,-159.4,1950-01-18,1985-01-31
maxt,KILAUEA 1134,HI,514561,2,coop,22.21389,-159.40443,1905-02-01,2018-04-14
maxt,PRINCEVILLE RANCH 1117,HI,518165,2,coop,22.2181,-159.4828,1999-04-01,2017-07-31
maxt,PH WAINIHA 1115,HI,518155,2,coop,22.19611,-159.5561,2001-04-20,2010-01-31
maxt,WAIMEA VALLEY 892.2,HI,519603,2,coop,21.6369,-158.0536,1983-09-01,2023-09-27
maxt,KAPAKA FARM 904.1,HI,513208,2,coop,21.603,-157.9022,1999-02-01,2023-10-08
maxt,CAMP ERDMAN 841.16,HI,510305,2,coop,21.5788,-158.2241,1981-08-01,2010-04-01
maxt,KANEOHE 838.1,HI,513117,2,coop,21.4234,-157.8015,1997-07-01,2018-03-31
maxt,KII-KAHUKU 911,HI,514500,2,coop,21.6793,-157.9453,1980-03-06,2023-10-06
maxt,WAIHEE 837.5,HI,519281,2,coop,21.4509,-157.8501,2008-02-01,2023-10-08
maxt,MAKAHA COUNTRY CLUB 800.3,HI,515758,2,coop,21.4784,-158.1964,1997-09-01,2019-08-12
maxt,PRINCEVILLE AP 1117.9,HI,518161,2,coop,22.21139,-159.44333,2012-08-16,2022-03-28
maxt,MARYKNOLL SCHOOL 707.4,HI,516141,2,coop,21.30139,-157.8336,1997-02-19,1997-10-30
maxt,BARKING SANDS,HI,22501,1,wban,22.03386,-159.78313,1949-10-01,2015-10-09
maxt,WHEELER AAF 810.1,HI,22508,1,wban,21.48722,-158.02806,1939-01-01,2023-10-09
maxt,WAIMANALO EXP F 795.1,HI,22503,1,wban,21.33556,-157.7114,1907-01-01,2023-02-17
maxt,PARADISE COVE 726.1,HI,517781,2,coop,21.34472,-158.12778,1999-10-01,2003-10-31
maxt,HAWAII KAI G.C. 724.19,HI,22537,1,wban,21.299,-157.6644,1950-10-01,1973-12-31
maxt,KUALOA RANCH HEADQUARTERS 886.9,HI,514830,2,coop,21.52037,-157.83885,2010-02-16,2023-10-05
maxt,BELLOWS FIELD,HI,510202,2,coop,21.35,-157.7167,1943-08-01,1943-12-31
maxt,COLLEGE HILLS,HI,510397,2,coop,21.3167,-157.8333,1905-01-01,1908-02-15
maxt,KALIULA,HI,512983,2,coop,21.3167,-157.8167,1908-01-21,1925-12-31
maxt,KINAU STREET,HI,514617,2,coop,21.3,-157.85,1906-11-01,1913-12-31
maxt,MANINI WAY,HI,516084,2,coop,21.2931,-157.7944,1942-01-01,1942-01-31
maxt,PEARL CITY 756.2,HI,517948,2,coop,21.3934,-157.9751,2010-05-03,2017-12-29
maxt,KAHUKU TRAINING AREA HAWAII,HI,USR0000HKAH,6,ghcn,21.6792,-157.9894,2000-05-17,2023-10-04
maxt,KII HAWAII,HI,USR0000HKII,6,ghcn,21.6883,-157.9525,2002-08-14,2023-10-04
maxt,MAKAHA RIDGE HAWAII,HI,USR0000HMAH,6,ghcn,22.1306,-159.7153,2002-04-17,2023-10-04
maxt,MAKUA VALLEY HAWAII,HI,USR0000HMAP,6,ghcn,21.5261,-158.2042,1999-07-15,2019-07-02
maxt,MAKUA RANGE HAWAII,HI,USR0000HMAR,6,ghcn,21.5286,-158.2261,1999-07-15,2023-10-04
maxt,MOLOAA DAIRY HAWAII,HI,USR0000HMOL,6,ghcn,22.1833,-159.3375,2002-04-17,2023-10-04
maxt,MAKUA RIDGE HAWAII,HI,USR0000HMRG,6,ghcn,21.5428,-158.1989,1999-07-17,2023-07-01
maxt,SCHOFIELD EAST HAWAII,HI,USR0000HSCH,6,ghcn,21.4994,-157.9933,2000-05-18,2019-09-25
maxt,SCHOFIELD BARRACKS HAWAII,HI,USR0000HSCO,6,ghcn,21.495,-158.0819,1999-07-15,2023-10-04
maxt,SCHOFIELD FIREBREAK HAWAII,HI,USR0000HSFB,6,ghcn,21.5086,-158.1147,2000-05-23,2009-07-18
maxt,WAIANAE VALLEY HAWAII,HI,USR0000HWVA,6,ghcn,21.4806,-158.1553,2003-04-17,2023-10-04
maxt,HERENDEEN BAY,AK,503591,2,coop,55.85,-160.25,1919-01-01,1920-03-31
maxt,CHIGNIK,AK,501716,2,coop,56.3,-158.4,1927-04-01,1978-05-31
maxt,PORT HEIDEN AP,AK,25508,1,wban,56.95917,-158.63167,1942-09-01,1988-10-31
maxt,PILOT POINT,AK,25514,1,wban,57.61667,-157.56667,1939-11-01,1945-07-31
maxt,DILLINGHAM AP,AK,25513,1,wban,59.05,-158.5167,1919-02-01,2001-05-31
maxt,NUSHAGAK,AK,506672,2,coop,58.98388,-158.48444,1902-01-01,1905-07-31
maxt,CLARKS POINT,AK,PFCL,5,icao,58.83333,-158.53333,2019-08-07,2023-10-07
